,rating,reviews
685,1.0,Bad qualityThe mic is not working already just one week old
686,5.0,AmazingIt's amazing product and nice sound quality and does not break and is totally worth.
687,3.0,Nice value for moneySound quality is good when you play normal music but when you have high bass then it poor
688,5.0,Good productValue for money good product
689,1.0,"Never ordered replacementI have never ordered replacement, kindly cancel it and collect already delivered headphone. I didn't like it's shape and size of this brand so why order replacement."
690,5.0,Good QualityArive at Good Quality. But the Package was wet when it arive but product doesn't damaged. Thank you
691,1.0,Not recommendedVery Bad and poor quality head phone after replacement same problem arises when phone connected to other then sound not clear and cut
692,5.0,ExcellentExcellent product.
693,1.0,"""Honestly"", don't buy this product ""very cheap plastic ""Please don't buy this headphone after three months of usage it broke very cheap plastic used sound and noise cancellation is also not good totallly it's a waste of money."
694,4.0,Good productGreat features
695,5.0,As described better qualityHappy customer
696,4.0,Good quality but USB cable is misplaced.Quality of the product is very nice. But the charging cable USB is misplaced. I got headphones with 2 aux cables. Which is not good.
697,5.0,"Amazing! Totally worth buying!Packaging, sound quality everything is just as expected. Beautiful design, battery life is amazing. Worth for price!#BOATHEADS"
698,2.0,Worst sound qualitySound bursting problem. While connecting to Bluetooth it makes very annoying sound and sound gets burst.Started having problem with my ear
699,4.0,Good productThis was the first thing I bought something online. And my experience was super good! Very good product but a little tight!
700,1.0,waste of moneyIt's not even comfortable for 5 minutes .it's over heating and thereby I can't put it for more than 20 minutes .i expected a lot .
701,3.0,Head band inferior qualityPlastic Material head band is broken within few days and hence is not convenient to use.
702,1.0,Not working after 10 monthsNot working after 10 months
703,5.0,Good oneSaste main mast
704,4.0,The best product for music loversThis headset are worth the costThey where awesomeVery good sound quality and bass qualityBest for music lovers
705,4.0,OkOk ok
706,4.0,"Ear cups are not so comfortable....Sound quality and Bluetooth connectivity is good but the ear cups are not so comfortable, u cannot wear it more than 1-1.5 hrs..."
707,2.0,Used item given in place of New!The product was delivered as it was used by someone.There are pen marks on the edges.The face of item also seem to be scratch by keeping them surface.
708,5.0,"Nice oneBass is very impressive, good product."
709,1.0,Worst product everI got this Headphone on 27 Oct and on 4Nov it stopped working. Now I am not getting return option. Not used even 5 times
710,4.0,GoodNoise cancelation 2.5/5Bass 3.5/5Sound quality 4/5Battery life 5/5Overall 3.5/5
711,5.0,Good productGood sound...great headset
712,3.0,Not worth more than 10000/5 for Bluetooth connectivity it usually takes 5 sec to connectcannot use for more than a hourBattery backup 4/5Sound quality 3/5Bass 3/5Material 2/5
713,5.0,"QualityThe media could not be loaded.
                



 Good product in this price."
714,4.0,"It's good but received second hand product i guess ,product have some scratches on it music is buffering in th middle"
715,5.0,If you looking for this budget this is nextAll are ok except comfort..unlesd u are in ac room u can't wear for long time..
716,4.0,OkOk
717,2.0,little disappointingit was tight to wear.  We requested seller and Amazon to return it but no results.  Be sure of size  before buying it
718,5.0,Mic isn't working don't buyEverything is very good but the mic isn't working and if the music is in full volume u can hear it outside the speakers
719,3.0,Broken from middleDear teamThe headset broken from middle.request if I get a replacement
720,3.0,Not as expected  very sml earcupsIts ok but can't be used for more than 1hr cuz .the earcupes are very small and very  painfull if u put on ears so ...
721,2.0,Connectivity is so bedBad connectivity uper se replace time itna late itne din replace me le liye hain hame paresani hoti h or product acha nahi hain
722,5.0,EAR GRIP IS NOT COMFORTABLEMY EARS ALWAYS SWETS WHEN I USE IT FOR 15 MINT. THE CUSHION IS NOT COMFORTABLE AT ALL
723,4.0,Replace my productThe product is very good but its one side is not right... Has left.. Do the packaging done by looking at the team.. Do not worry about redeeming the customer.
724,4.0,"Badhiya heBadhiya he, sasta pad gaya, jyada der suno to kaan se pasina nikalta he... Bettery back up shandar he.. Le lo"
725,3.0,Suggeated for first time user with less expectationOne speaker doesn't work on low soundMaterial is quite fragile ...not too handy in use while in roaming
726,5.0,Good product.Good product. Worth the money.
727,5.0,Very goodHappy
728,5.0,"A decent headphone in this rangeThe sound quality,noise cancellation,bass everything is good.Received the product in good condition.You should just go for it."
729,1.0,"Flexibility of the headsetIt's not flexible compared to other head set, it broke with in 20 days from the date of purchase. And no clarity with the Aux."
730,3.0,Not that comfortableSound is good but earcufs aren't that comfortable. On first day they felt good but by time they started feeling discomfortable
731,1.0,"Manufacturing defectReceived the damaged product, it’s cushion was torn at the time I opened the box, I ordered first time and had a bad experience ☹️☹️ Insu"
732,1.0,Not Good Quality ProductBuild quality is very cheap & the charging connector stopped working within one week. Might be some cheap first copy is delivered. Not recommended ......
733,5.0,AwesomeVery good product also sound quality is pretty good 👌👌
734,5.0,Very Nice.For using mobile phone.
735,5.0,Good but little on the shorter site.Good quality headphones
736,4.0,ReviewPain around ears after 30mins.Nice sound quality and noise cancellation.Buttons and pairing device has no issues.
737,1.0,Microphone not working properlyThe microphone is not working properly for this product. The other side of the call is getting a muffled voice from our side.
738,5.0,"Good productIt's. Good product and working as per the description, value for the money, so given 5 star."
739,4.0,"It's amazingThe sound quality is superb, worth for the cost."
740,3.0,Overall ok product but you can go for better options..Overall ok product but you can go for better options..sound quality and noise cancellation both are not that good..
741,5.0,"This is the great 😊 company and  really happyThe media could not be loaded.
                



 I love sound quality very amazing bass and thank you so much 😍 boat and Amazon"
742,5.0,Nice product read belowGood product only for movie music gaming not for calling for calling you choose better one
743,1.0,Bad qualityThough initially I was happy with the products sound quality.. I now have doubts abt the product quality as This one broke within a month..
744,4.0,"GoodThe media could not be loaded.
                



 Kam to Achcha kar raha hai lekin pahnane mein dikkat ho rahi hai Kan Dard hone lagta hai"
745,5.0,Wonderful!Very good quality and bass
746,5.0,ExcellentExcellent product
747,5.0,Fast delivery and jenue Products from  Amezon❤️❤️Nice Sound Quality With a High Frequency of base I like this product very much And Special thanks To Boat Company and also Thanks to Amazon for safe delivery 🙏❤️
748,3.0,Good headphone at this price ..build material is not that good enoughIts good...nice product...but my headphone after 1 year broken now i fixed it....i think material is not good for rough use..
749,5.0,Worth every pennyExcellent quality and sound ....
